text,key,en_a1,en_a2,en_a3,en_a4,en_a5,en_a6
"<handle replaced><handle replaced>True ,somewhere the sick people believe there is no law or punishment! Why aren’t they scared before doing something as inhuman as this,why does a woman need to learn self protection, and these sickkk people just remain the way they are ! Govt - #ActNow #EndthisPain <handle replaced>",question_2,,,0.0,,,
"<handle replaced><handle replaced>True. They should have called you. Oops no, they can't call a trash. You will dirty the house even more. 😪",question_2,,,,0.0,,
"<handle replaced><handle replaced>True? The chances of R🐒🐒 Gobt. accepting #SaurabhKirpal elevation as an HC Judge are exactly the same as the no. of years #Feku Ji spent studying in College?  Unless, there's a deal in exchange for Sanjib Sir's Vanvas? #JustAsking  <handle replaced><handle replaced><handle replaced><handle replaced>",question_2,,,,0.0,,
<handle replaced><handle replaced>Truely said <handle replaced>... People may vote for congress  for what ever reason but will not vote for Rahul anyhow...,question_2,,,0.0,,,
<handle replaced><handle replaced>Trump hasn't lied. That fruking wall will be built..and with Trade money or your money. Your eyes are wide open for only a liberal heart to see. Get educated and stop your hating.,question_2,,0.0,,,,
<handle replaced><handle replaced>Trust and pray that they don’t come for you next,question_2,,,,,0.0,
<handle replaced><handle replaced>Trust deez nuts bitch,question_2,1.0,,,,,1.0
<handle replaced><handle replaced>Truth? You mean borrowed thought? Bitch doesnt have facts it sources. Its all cooked up. I hate these fucking people.,question_2,,,1.0,,,
"<handle replaced><handle replaced>Tumse toh kar nahi paaye, tumhare bot se hi guftgoo kar lete hain....I hope the bot is better than fulfilling the due treats 😁",question_2,,0.0,,,,
<handle replaced><handle replaced>U asking for proof... this is a grave situation... why would her mother lie ? Who do u think she is Sickular like you ?,question_2,,,0.0,,,
<handle replaced><handle replaced>U did not belong to us u characterless woman,question_2,,,,,1.0,
<handle replaced><handle replaced>U must be  from pissfull community 🤣🤣🤣🤣🤣🤣,question_2,,,0.0,,,
<handle replaced><handle replaced>U r saying true mam 💯,question_2,,0.0,,,,
<handle replaced><handle replaced>U well deserved sis,question_2,,,,,0.0,1.0
"<handle replaced><handle replaced>Uhg....I was gonna say something very snarky and witty.....but she pisses me off so bad....just a putrid, puss bucket of whore slime!!",question_2,,,,,1.0,
<handle replaced><handle replaced>Uncle might have decided to donate it to boost his global image.,question_2,,,0.0,,,
"<handle replaced><handle replaced>Understand, if not sooner then time will come for slaves Jay Bhim",question_2,,,0.0,,,
<handle replaced><handle replaced>Ur mom,question_2,,0.0,,,,
<handle replaced><handle replaced>Usually marginalized empty minds praise each other for seeking recognition... Just being noticed.  Clowns!,question_2,,,0.0,,,
<handle replaced><handle replaced>Very Cute,question_2,,,,,,1.0
<handle replaced><handle replaced>Very pathetic. Shame on the sickular andhbakts.,question_2,,0.0,,,,
<handle replaced><handle replaced>Very very very excited for #KavitaKaushik ..hope she will not disappoint like other big faces #JasminBhasin and #RubinaDiliak ...fingers crossed #BiggBoss14 #BB14,question_2,,0.0,,,,
<handle replaced><handle replaced>Video speaks it all..,question_2,,,,0.0,,
<handle replaced><handle replaced>Vote katau funded by BJP RSS,question_2,,,0.0,,,
<handle replaced><handle replaced>WHAT. HAPPY BIRTHDAY YOU SEXY BITCH.,question_2,,0.0,,,,
<handle replaced><handle replaced>Wahi zoo bear who spreads Fake news.,question_2,,,,,,1.0
<handle replaced><handle replaced>Wait seeit,question_2,,,,,0.0,
<handle replaced><handle replaced>Was just kidding 🙈🙏🏽,question_2,,,,,0.0,
<handle replaced><handle replaced>Was the book kept at singhu border,question_2,,,,,,0.0
"<handle replaced><handle replaced>We Indians will not underestimate the power of narcotic jihad which you people are doing to trible the Mother India, but you will never succeed rather we will eliminate this evil form out land.",question_2,,,0.0,,,
"<handle replaced><handle replaced>We are not a colony anymore, but the  justice colonialism and, even worse  academic colonialism, continue.",question_2,,,,,,0.0
"<handle replaced><handle replaced>We are with the police who is guarding and protecting us ,,,not with the students who does everything else then studying,,, I really appreciate ur work in films but it's all fake u r just one  of jihadis I oppose u as Indian",question_2,,,,1.0,,
<handle replaced><handle replaced>We can feel a lot of careers of sum of them surely r over Murali Vijay Rahane and DK dey r worst then Ishant in batting,question_2,,0.0,,,,
<handle replaced><handle replaced>We go by the dharma that even my enemy must be armed for me to fight him .,question_2,,,0.0,,,
"<handle replaced><handle replaced>We have ignored KAshmiri, naga, Eezham women rapes as long as we had a healthy sensex and Sekoolar government!  The system is rotten - you cant change individual aspects - the whole things needs to change and we all have our perspectives aint it?!",question_2,,0.0,,,,
<handle replaced><handle replaced>We have stinking shit as our leaders!,question_2,,,0.0,,,
<handle replaced><handle replaced>We need to remind people regularly,question_2,,,,,0.0,0.0
<handle replaced><handle replaced>We r not going to kill alcohol to hurt desert cult followers like u people silt the cow throat with shouting Ola u Uber on one hand and saying Islam is religion of peace and non violence..,question_2,,,,,1.0,
<handle replaced><handle replaced>We stand for Aaryan knan,question_2,,,,,0.0,
<handle replaced><handle replaced>We stand with <handle replaced> mam.  Karnataka Congress shld protect her from that sanghis mentels,question_2,,,0.0,,,
"<handle replaced><handle replaced>We will not ask for apology, we need such dumbyard to be your President, an undemocratic President.",question_2,,,0.0,,,
"<handle replaced><handle replaced>Wearing #RippedJeans by #Women is perfectly fine. But what about Women inheriting Ripped Genes to do #LegalExtortion by filing #False Cases of #SexualHarassment, #Rape, #498A, #DomesticViolence and entire associated package? Any thoughts on that? #VishnuTiwari #ZomatoDeliveryGuy",question_2,,,,,,1.0
"<handle replaced><handle replaced>Weasel words. Listen to yourself; ‘ I think you sound like a Nazi because you disagree with me... Yada yada...’ There were ppl driving around London this weekend saying they’d rape Jewish daughters and Holocaust the ppl again, with British police high fiving them.   Arse.",question_2,,,,,0.0,
<handle replaced><handle replaced>Well I wonder how she managed to make it about women. How narcissistic female species are is beyond me. #womenAreTrash #toxicfemininity,question_2,,,1.0,,,
<handle replaced><handle replaced>Well Said !!,question_2,,,,,0.0,
<handle replaced><handle replaced>Well as George Carlin asked the age old question. Why are we here? Plastic! Asshole!! The planet isn't going away. We are! Without us the planet will be complete. It will be the Earth plus plastic. It needed us to make it.,question_2,,,,,,1.0
<handle replaced><handle replaced>Well the bitch to scary for that,question_2,,,,0.0,,
"<handle replaced><handle replaced>Well, there's this: Placing religious law above the secular laws of the United States is sinful. So was jamming Barrett into Ginsberg's seat during the election. The University of Notre Dame is a Catholic institution. Perhaps it's consciousness of guilt / some weird confessional?",question_2,,,,,0.0,
"<handle replaced><handle replaced>Well,that sounds good at a feminazi rally.  But what you just did was make the act of sex 100% the males responsibility. (Until the rabbit dies)  Please don’t teach your daughters this.  You got a fucked up sense of “equal” imo",question_2,,,1.0,,,
<handle replaced><handle replaced>Went to a KV,question_2,,0.0,,,,
"<handle replaced><handle replaced>We’re secular, no?",question_2,,,,,,0.0
<handle replaced><handle replaced>What a beautiful b****,question_2,,0.0,,0.0,,
<handle replaced><handle replaced>What a bobs 🤩🤩,question_2,,,1.0,,,
<handle replaced><handle replaced>What a solution..😁😁😁 Take a Gun &amp; Kill it...,question_2,,,0.0,,,
<handle replaced><handle replaced>What an ass is this guy,question_2,,,,,,1.0
<handle replaced><handle replaced>What d hell? Druggist bharti didn’t expected from you. Boycott shows,question_2,,1.0,,,,
"<handle replaced><handle replaced>What grace 😂boycott karne gaya Sana ki captaincy cz himanshi ki captaincy ka badla lene nikal pada hai yeh. N best highlight was if SS abuses Asim’s dad, Asim abuses SS sisters. Today Salmaan Sir cleared it meri behen tumhari behen. You are senseless momadin aunty",question_2,,,1.0,,,
<handle replaced><handle replaced>What if you were hired??? You would have ended up making Indira Gandhi look like you 🤣🤣,question_2,,,,1.0,,
<handle replaced><handle replaced>What is their justied demand?? They themselves don't know what is wrong with the bill... If you know please tell everyone.,question_2,,,,,1.0,
"<handle replaced><handle replaced>What is this meaning of this word ""Prophetic"" 🙄",question_2,,,,,,0.0
"<handle replaced><handle replaced>What kind of questions is this? So because he pissed her off,it makes it right for her to beat him???? #womenAreTrash #IamTrash 💔💔😢",question_2,,,,,1.0,
<handle replaced><handle replaced>What makes you a HERO? Probably ZERO knowledge of the  basic facts 🤔,question_2,,,,,0.0,
"<handle replaced><handle replaced>What police did is known as saving national property,.. which was broken on 26 jan by pissfull farmers whole nation saw that... Again fake farmers fake protest",question_2,,,,,1.0,
<handle replaced><handle replaced>What truth did she speak? Please enlighten us poor absent souls....,question_2,,,,,,1.0
<handle replaced><handle replaced>What's your superpower??? #PussyPower #ClawsTNT,question_2,,,,,0.0,
<handle replaced><handle replaced>What? Food borne illness ah?,question_2,,0.0,,,,
<handle replaced><handle replaced>What’re they gonna do? Rape me?,question_2,,,0.0,,,
<handle replaced><handle replaced>When every one is interfering a political decision than why not army chief ?He has the first right for sure to comment especially before all the goons India 🇮🇳.,question_2,,,0.0,,,
"<handle replaced><handle replaced>When someone ask you questions, you give them the name of sarcasm. So pitty. #fakefeminism #FeminismIsCancer #GenderBiasedLaws",question_2,,,1.0,,,
"<handle replaced><handle replaced>When you can deliver a message to your child from a shit show like BB, why not? When ur industry can exploit children in the name of child artists, why not? Have u ever asked dis to ur film dir?",question_2,,,,,,0.0
"<handle replaced><handle replaced>Where is she now??? Why her husband migrated to Canada requesting Britain, USA, europe for asylum? Why mullas are on house to house search for Asia bibi?  Now can I call you a presstitute? reveal your rate also for others convenience.",question_2,,1.0,,,,
